"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","response"
"32555",53,"employed","divorced","basic","no","no","no","cellular","may","mon",82,2,"no"
"32556",26,"employed","married","basic","no","no","no","cellular","may","mon",84,7,"no"
"32557",41,"employed","single","university.degree","no","yes","no","telephone","may","mon",9,5,"no"
"32560",44,"employed","married","professional.course","no","no","no","cellular","may","mon",13,6,"no"
"32561",34,"unemployed","single","high.school","no","yes","no","telephone","may","mon",21,5,"no"
"32562",29,"employed","single","high.school","no","yes","no","cellular","may","mon",62,3,"no"
"32563",34,"employed","single","professional.course","no","yes","no","cellular","may","mon",240,6,"no"
"32565",30,"employed","married","university.degree","no","yes","no","cellular","may","mon",61,3,"no"
"32566",38,"employed","single","university.degree","no","yes","no","telephone","may","mon",30,4,"no"
"32568",27,"employed","married","high.school","no","no","no","cellular","may","mon",88,2,"no"
"32569",29,"employed","single","high.school","no","yes","no","cellular","may","mon",14,8,"no"
"32571",39,"employed","married","university.degree","no","yes","no","cellular","may","mon",156,7,"no"
"32572",44,"employed","married","basic","no","yes","no","cellular","may","mon",50,5,"no"
"32573",31,"employed","married","university.degree","no","yes","no","cellular","may","mon",15,8,"no"
"32574",32,"employed","single","high.school","no","no","no","cellular","may","mon",80,1,"no"
"32575",27,"employed","married","basic","no","yes","yes","cellular","may","mon",304,1,"no"
"32576",43,"employed","divorced","professional.course","no","no","no","cellular","may","mon",108,6,"no"
"32577",45,"employed","married","basic","no","yes","no","cellular","may","mon",295,1,"no"
"32579",54,"employed","married","basic","no","yes","no","cellular","may","mon",54,1,"no"
"32580",34,"employed","single","professional.course","no","no","no","cellular","may","mon",573,1,"no"
"32582",31,"employed","married","university.degree","no","yes","no","cellular","may","mon",443,1,"no"
"32583",44,"employed","married","basic","no","yes","no","cellular","may","mon",55,1,"no"
"32585",31,"employed","single","high.school","no","yes","no","cellular","may","mon",206,1,"no"
"32587",35,"employed","married","basic","no","no","no","cellular","may","mon",249,1,"no"
"32589",40,"employed","married","professional.course","no","yes","no","cellular","may","mon",94,1,"no"
"32590",29,"employed","single","high.school","no","yes","no","telephone","may","mon",26,1,"no"
"32591",44,"employed","married","basic","no","yes","no","cellular","may","mon",309,1,"no"
"32592",33,"employed","married","basic","no","yes","no","telephone","may","mon",194,1,"no"
"32593",33,"employed","single","university.degree","no","no","no","cellular","may","mon",657,1,"yes"
"32594",33,"employed","married","basic","no","yes","no","cellular","may","mon",313,1,"no"
"32595",34,"employed","married","high.school","no","yes","no","cellular","may","mon",577,1,"no"
"32596",33,"employed","married","basic","no","yes","no","cellular","may","mon",457,1,"no"
"32599",27,"employed","married","basic","no","yes","no","cellular","may","mon",210,1,"no"
"32600",30,"employed","married","high.school","no","yes","no","cellular","may","mon",27,7,"no"
"32602",35,"employed","married","university.degree","no","yes","no","cellular","may","mon",502,1,"no"
"32603",42,"employed","married","basic","no","no","no","cellular","may","mon",139,1,"no"
"32604",26,"employed","single","university.degree","no","yes","no","cellular","may","mon",57,1,"no"
"32605",42,"employed","married","basic","no","no","no","cellular","may","mon",212,1,"no"
"32606",24,"employed","single","high.school","no","yes","yes","cellular","may","mon",590,1,"no"
"32607",42,"employed","single","high.school","no","yes","no","cellular","may","mon",7,5,"no"
"32608",29,"employed","divorced","basic","no","no","no","cellular","may","mon",81,3,"no"
"32609",34,"employed","married","high.school","no","yes","yes","cellular","may","mon",528,1,"no"
"32610",39,"employed","married","university.degree","no","no","no","cellular","may","mon",195,5,"no"
"32611",29,"employed","married","high.school","no","yes","no","cellular","may","mon",106,1,"no"
"32612",26,"employed","single","university.degree","no","yes","yes","cellular","may","mon",9,7,"no"
"32613",27,"employed","single","high.school","no","yes","no","cellular","may","mon",156,1,"no"
"32614",27,"employed","single","high.school","no","yes","no","cellular","may","mon",94,1,"no"
"32615",34,"employed","married","university.degree","no","yes","no","cellular","may","mon",351,1,"no"
"32616",26,"non-labor","single","high.school","no","yes","no","cellular","may","mon",73,1,"no"
"32617",27,"employed","single","high.school","no","yes","no","cellular","may","mon",313,1,"no"
"32618",32,"employed","single","university.degree","no","yes","no","cellular","may","mon",66,3,"no"
"32619",26,"employed","single","university.degree","no","no","no","cellular","may","mon",143,4,"no"
"32620",26,"non-labor","single","high.school","no","yes","no","cellular","may","mon",255,1,"no"
"32621",33,"employed","single","university.degree","no","no","no","cellular","may","mon",164,1,"no"
"32622",30,"employed","married","basic","no","yes","no","cellular","may","mon",55,1,"no"
"32623",32,"employed","married","basic","no","yes","no","cellular","may","mon",197,1,"no"
"32624",37,"employed","single","basic","no","yes","no","cellular","may","mon",189,1,"no"
"32625",37,"employed","single","basic","no","no","no","cellular","may","mon",261,1,"no"
"32626",30,"employed","married","basic","no","yes","no","cellular","may","mon",165,1,"no"
"32627",40,"employed","married","basic","no","no","no","cellular","may","mon",84,2,"no"
"32628",27,"employed","married","university.degree","no","no","yes","cellular","may","mon",117,1,"no"
"32629",30,"employed","single","high.school","no","yes","no","cellular","may","mon",288,1,"no"
"32630",23,"employed","single","basic","no","yes","no","cellular","may","mon",58,1,"no"
"32631",25,"employed","married","university.degree","no","no","no","cellular","may","mon",496,1,"no"
"32632",48,"employed","married","basic","no","yes","no","cellular","may","mon",87,1,"no"
"32633",37,"employed","married","high.school","no","no","no","telephone","may","mon",108,2,"no"
"32634",23,"employed","single","basic","no","no","no","cellular","may","mon",285,1,"no"
"32635",37,"employed","married","basic","no","no","no","cellular","may","mon",69,1,"no"
"32636",32,"employed","married","basic","no","no","no","cellular","may","mon",207,7,"no"
"32637",49,"employed","divorced","high.school","no","no","no","cellular","may","mon",128,3,"no"
"32638",37,"employed","married","basic","no","no","no","cellular","may","mon",277,1,"no"
"32639",30,"employed","married","basic","no","yes","no","cellular","may","mon",1038,1,"yes"
"32640",23,"employed","single","basic","no","yes","no","cellular","may","mon",657,1,"yes"
"32642",37,"employed","married","basic","no","yes","no","cellular","may","mon",346,1,"no"
"32643",31,"employed","single","university.degree","no","yes","no","cellular","may","mon",94,1,"no"
"32645",36,"employed","married","basic","no","yes","no","telephone","may","mon",65,1,"no"
"32646",32,"employed","married","high.school","no","yes","no","cellular","may","mon",689,1,"yes"
"32649",33,"employed","single","high.school","no","yes","no","telephone","may","mon",32,5,"no"
"32650",38,"employed","divorced","high.school","no","no","no","cellular","may","mon",344,1,"no"
"32651",36,"employed","married","basic","no","yes","no","cellular","may","mon",195,1,"no"
"32652",38,"employed","divorced","high.school","no","yes","no","cellular","may","mon",469,1,"no"
"32653",44,"employed","married","basic","no","yes","no","cellular","may","mon",58,1,"no"
"32654",32,"employed","married","high.school","no","yes","no","cellular","may","mon",155,2,"no"
"32655",31,"employed","single","university.degree","no","no","no","cellular","may","mon",629,1,"yes"
"32657",37,"employed","married","high.school","no","no","no","telephone","may","mon",42,1,"no"
"32658",31,"employed","married","high.school","no","yes","yes","cellular","may","mon",12,5,"no"
"32659",36,"employed","married","basic","no","no","no","cellular","may","mon",460,1,"no"
"32660",32,"employed","single","professional.course","no","yes","no","cellular","may","mon",183,1,"no"
"32661",32,"employed","single","professional.course","no","yes","no","cellular","may","mon",242,1,"no"
"32662",36,"employed","married","university.degree","no","no","no","cellular","may","mon",112,1,"no"
"32663",36,"employed","married","basic","no","no","no","cellular","may","mon",8,6,"no"
"32665",26,"non-labor","single","basic","no","no","yes","cellular","may","mon",802,2,"yes"
"32666",31,"employed","single","university.degree","no","yes","no","cellular","may","mon",1514,1,"yes"
"32667",40,"employed","married","basic","no","no","no","cellular","may","mon",15,7,"no"
"32668",52,"employed","married","basic","no","no","no","cellular","may","mon",182,2,"no"
"32669",34,"employed","married","professional.course","no","yes","no","cellular","may","mon",934,1,"yes"
"32670",36,"employed","divorced","basic","no","yes","no","cellular","may","mon",422,1,"no"
"32672",26,"employed","married","basic","no","yes","no","cellular","may","mon",152,1,"no"
"32673",34,"employed","married","basic","no","no","no","cellular","may","mon",248,1,"no"
"32674",27,"employed","married","university.degree","no","yes","no","cellular","may","mon",141,1,"no"
"32675",30,"employed","single","university.degree","no","yes","no","cellular","may","mon",67,1,"no"
"32676",32,"employed","single","basic","no","yes","no","cellular","may","mon",279,1,"no"
"32677",30,"employed","single","university.degree","no","yes","no","cellular","may","mon",188,1,"no"
"32679",38,"employed","married","basic","no","yes","no","cellular","may","mon",135,2,"no"
"32680",51,"employed","divorced","university.degree","no","yes","no","telephone","may","mon",231,1,"no"
"32681",51,"employed","divorced","university.degree","no","yes","no","cellular","may","mon",212,1,"no"
"32682",51,"employed","divorced","university.degree","no","no","no","cellular","may","mon",227,1,"no"
"32683",39,"employed","single","basic","no","yes","no","cellular","may","mon",85,1,"no"
"32684",39,"employed","single","basic","no","yes","yes","cellular","may","mon",75,1,"no"
"32685",35,"employed","married","basic","no","yes","no","cellular","may","mon",220,1,"no"
"32686",27,"employed","single","university.degree","no","yes","yes","cellular","may","mon",80,1,"no"
"32687",53,"employed","married","university.degree","no","yes","no","cellular","may","mon",202,3,"no"
"32688",33,"employed","single","university.degree","no","yes","no","cellular","may","mon",340,1,"no"
"32689",46,"employed","married","basic","no","yes","no","cellular","may","mon",549,1,"no"
"32690",31,"employed","divorced","high.school","no","yes","no","cellular","may","mon",472,1,"no"
"32691",27,"employed","single","university.degree","no","no","no","cellular","may","mon",409,1,"no"
"32692",31,"employed","divorced","high.school","no","no","no","cellular","may","mon",479,1,"no"
"32694",30,"employed","single","professional.course","no","yes","no","cellular","may","mon",308,1,"no"
"32696",35,"employed","married","professional.course","no","yes","no","cellular","may","mon",90,1,"no"
"32699",28,"employed","married","basic","no","no","no","cellular","may","mon",200,2,"no"
"32700",32,"employed","married","high.school","no","no","no","cellular","may","mon",161,2,"no"
"32701",35,"employed","married","university.degree","no","yes","no","cellular","may","mon",262,3,"no"
"32702",39,"employed","married","high.school","no","yes","no","cellular","may","mon",49,1,"no"
